Fecha,h.1,rend_san
2016-01-01,4.147539307234576,0.0
2016-01-04,3.7568905157470596,3.093463856424594
2016-01-05,4.434298609695174,0.860318797615256
2016-01-06,4.089475749907229,3.2199095986560122
2016-01-07,4.807914124944226,2.0528571779006244
2016-01-08,4.784702028438086,2.698134338430791
2016-01-11,5.088159729667261,0.99034548113619
2016-01-12,4.6714809482373,1.2747966789988574
2016-01-13,4.373844008919476,0.3873393030819461
2016-01-14,3.9669794817426647,0.916331781736246
2016-01-15,3.693280691414036,2.7013913396877753
2016-01-18,4.139613467496144,1.2506366305682581
2016-01-19,3.921314252806734,0.6332185987413252
2016-01-20,3.605916993550646,4.81775459235525
2016-01-21,5.735337022085568,3.0530425800182837
2016-01-22,6.0899276591227895,4.443860435392333
2016-01-25,7.475448804913645,4.080611788411681
2016-01-26,8.41669158527834,3.501925917527271
2016-01-27,8.728302752191732,0.20048509468602038
2016-01-28,7.751312637193307,3.591150517242525
2016-01-29,8.26248554693939,2.500646690571706
2016-02-01,7.974702286530981,3.2782697525789994
2016-02-02,8.231029389511614,5.149775932573086
2016-02-03,10.109796608760426,4.072006223683921
2016-02-04,10.703292513359894,5.659809423554352
2016-02-05,12.76425837048092,2.4596957302509326
2016-02-08,11.873922435509227,6.21499417533844
2016-02-09,14.550151306304723,3.8680219267068106
2016-02-10,14.399835850358947,5.147926585176799
2016-02-11,15.41035298466613,6.865500766127086
2016-02-12,18.520335635955664,5.196348344680279
2016-02-15,19.050296325457104,3.6473340989939596
2016-02-16,18.095258179147155,0.1662393928558048
2016-02-17,15.906435821803974,4.2742342722075
2016-02-18,15.870678182049218,3.8062512505813606
2016-02-19,15.49994568190181,3.18206944608338
2016-02-22,14.71856180479305,5.001438578482054
2016-02-23,15.5340151907748,1.7147455337896411
2016-02-24,13.989932686126965,4.763227338292375
2016-02-25,14.722861604252003,2.500718047616579
2016-02-26,13.600376995811628,4.567386797685691
2016-02-29,14.130598180204053,1.8176763793682271
2016-03-01,12.781984648814092,2.0783398568807288
2016-03-02,11.711655295995884,5.638215185831652
2016-03-03,13.617063863693396,0.0
2016-03-04,12.002868281364487,1.8532227204850482
2016-03-07,10.942529467472372,0.46094475633918774
2016-03-08,9.69913671174034,0.9748979408149117
2016-03-09,8.683620295747613,0.7723798070201293
2016-03-10,7.774200770086893,1.0702958521920936
2016-03-11,7.027085134530619,7.148021253384762
2016-03-14,11.53848195175038,1.3926464657667115
2016-03-15,10.385519988978924,4.430665953148772
2016-03-16,11.26345324854039,2.3644046728380164
2016-03-17,10.551569958547212,0.7597267988585399
2016-03-18,9.388479506727842,0.895388456216617
2016-03-21,8.398147412885365,1.097624571082112
2016-03-22,7.591152307744155,1.534817729494442
2016-03-23,7.011246256469926,2.134289239210585
2016-03-24,6.739407652486278,2.229867633006477
2016-03-25,6.546783836389176,0.0
2016-03-28,5.846131313817968,0.0
2016-03-29,5.236009328485,0.5764334763513124
2016-03-30,4.743205164668162,0.2268653457891956
2016-03-31,4.279427553283733,2.5653716559665862
2016-04-01,4.574489972504934,2.0392547646053916
2016-04-04,4.575548939814379,0.3689050402780891
2016-04-05,4.146252268853771,3.4646842705274183
2016-04-06,5.029433613594879,0.3013637285637749
2016-04-07,4.536321559099356,1.7312379366776764
2016-04-08,4.419269580353314,2.432888149107937
2016-04-11,4.593698671520111,1.8564001936820285
2016-04-12,4.491896909553146,1.098885975351549
2016-04-13,4.17515191239254,7.58217109516508
2016-04-14,9.718262506706768,0.7639309025190499
2016-04-15,8.663481767044466,0.7825799820260659
2016-04-18,7.758384985318219,1.7007725422393705
2016-04-19,7.191059188268604,1.0421586384232517
2016-04-20,6.513288394378437,3.5979814958316814
2016-04-21,7.141228596394484,2.801582015826254
2016-04-22,7.162505342160647,0.675668131083329
2016-04-25,6.425308985644836,2.01340048780283
2016-04-26,6.176137855388858,3.333304843449625
2016-04-27,6.6583267166780455,1.5687224805997158
2016-04-28,6.1890544469363284,0.6525922607384604
2016-04-29,5.57459898960763,4.452121143737808
2016-05-02,7.094141858905637,1.1083421977213237
2016-05-03,6.458170598183257,4.849044152845295
2016-05-04,8.250770641233592,2.4519334925056535
2016-05-05,7.972652919297139,0.44355589209399415
2016-05-06,7.1112394651986826,0.643567201776829
2016-05-09,6.376471657273796,2.582386587025176
2016-05-10,6.409815208412837,2.8780505342635765
2016-05-11,6.5703226993866854,0.883417076942905
2016-05-12,5.95385717182786,0.2723641080581207
2016-05-13,5.339373433016618,0.8192673515329041
2016-05-16,4.859137840930802,0.09849307403031471
2016-05-17,4.378216551711955,0.24649726796159843
2016-05-18,3.9624347783466667,1.5490470940393797
2016-05-19,3.8352382179404887,1.0411677070749303
2016-05-20,3.6048544914788065,1.419122963218955
2016-05-23,3.484564354839146,1.7611312462836426
2016-05-24,3.514484142370939,2.799590295374821
2016-05-25,4.0032198677995545,6.067846399297316
2016-05-26,7.425607334413845,1.8468444551597463
2016-05-27,6.97909796109566,0.9637410173827909
2016-05-30,6.312856743566573,0.31818056914012516
2016-05-31,5.650836852798991,2.7865903227311195
2016-06-01,5.893512217002748,2.773241434859286
2016-06-02,6.09701130875083,0.767010863314499
2016-06-03,5.5105988874070935,3.5917991263443416
2016-06-06,6.3117815897727025,0.7401840980306718
2016-06-07,5.693587562840056,1.4450207977208196
2016-06-08,5.310966830019618,1.3761569576664523
2016-06-09,4.9765061777132065,0.4651135718610866
2016-06-10,4.504406834886406,5.041816011044431
2016-06-13,6.749352112048978,3.4964908521199933
2016-06-14,7.319466481579921,2.710682450480073
2016-06-15,7.302564009609407,1.6827578584289515
2016-06-16,6.78790630433473,0.7053747372772423
2016-06-17,6.112665656713447,3.9890789009735306
2016-06-20,7.098823459092882,3.941141012613314
2016-06-21,7.918284518993394,1.7441945965383399
2016-06-22,7.345588019886582,0.6211047021498439
2016-06-23,6.577732204561879,4.29630072831011
2016-06-24,7.7668772612916115,19.88637401374149
2016-06-27,48.23547640876502,2.4822599083571206
2016-06-28,42.80676952013912,1.7575622207747443
2016-06-29,37.730956546989304,3.51400125824215
2016-06-30,34.263647513141244,1.352122601297856
2016-07-01,30.181251263831992,2.1580793074247095
2016-07-04,26.897433459210834,0.45677940015093066
2016-07-05,23.592099039734457,2.9824836797779253
2016-07-06,21.63563762333963,1.862274807519948
2016-07-07,19.3591312351505,0.9036349505574304
2016-07-08,17.081992175281332,5.16416479897106
2016-07-11,17.76328388358891,1.305695160598641
2016-07-12,15.782167216293088,6.500442244561233
2016-07-13,18.246037891477215,2.0257746002173893
2016-07-14,16.474812823339608,2.6852678747299796
2016-07-15,15.224412253753517,0.313805358788255
2016-07-18,13.414899133801711,0.157386645153601
2016-07-19,11.830462872983226,1.1298075804771934
2016-07-20,10.587665357236256,1.2755960451198867
2016-07-21,9.52581176185033,1.3119701102665804
2016-07-22,8.610718542932295,0.44030340966050296
2016-07-25,7.660622257847227,2.294994030573483
2016-07-26,7.38010266283316,0.9237229298512672
2016-07-27,6.666864305713516,2.90355314215871
2016-07-28,6.809345853718406,3.960626900476971
2016-07-29,7.735349118118114,2.2641416813478754
2016-08-01,7.399884613054509,2.3194643934331127
2016-08-02,7.164980946890115,5.3157012374805195
2016-08-03,9.363484504122813,0.3989725095484786
2016-08-04,8.318150970647697,2.775400120153826
2016-08-05,8.17232531132057,3.118034709662254
2016-08-08,8.253375581231355,1.7548468585877108
2016-08-09,7.641193202422135,1.0878338614689342
2016-08-10,6.91508798002218,0.3411955767063768
2016-08-11,6.17668052989459,0.7324327784509865
2016-08-12,5.574805855246079,0.23372522901085047
2016-08-15,5.0070023742764995,0.05207671195937014
2016-08-16,4.50523583869625,0.8845077143636026
2016-08-17,4.155806072926191,2.5459378851836023
2016-08-18,4.456364133532492,0.13466731729527837
2016-08-19,4.026796480418267,2.097911375030992
2016-08-22,4.124294041281725,0.6593500519612272
2016-08-23,3.77750207320678,2.8384336000222055
2016-08-24,4.254804231689115,2.441621156214535
2016-08-25,4.454859164561519,0.25907754345000367
2016-08-26,4.0332345115757775,0.9090873254686382
2016-08-29,3.737330483422372,0.3861091090445856
2016-08-30,3.4178077157658064,1.4987293647176436
2016-08-31,3.3453457570659624,2.342159541455313
2016-09-01,3.61401801688508,0.4477548924997521
2016-09-02,3.310179089091833,1.5601721071550445
2016-09-05,3.2707880245671634,0.5364621169310579
2016-09-06,3.0197955481736707,1.3097259634341052
2016-09-07,2.9623427410125216,1.474553455010441
2016-09-08,2.9414059214996806,2.252371847924839
2016-09-09,3.2199034281603742,0.4973926159285713
2016-09-12,2.978225930251827,2.618442934367027
2016-09-13,3.470428370577892,2.737706493161851
2016-09-14,3.966374210352954,1.3068667910006049
2016-09-15,3.7858165313370824,0.7384909180405907
2016-09-16,3.493750243305615,1.9464091224544289
2016-09-19,3.595280654182294,0.9538511879466416
2016-09-20,3.364349765225387,0.5745691296711319
2016-09-21,3.1131446133508116,2.7353228649749317
2016-09-22,3.6171164291293714,2.2749911216650487
2016-09-23,3.818821041860014,3.2510264606297024
2016-09-26,4.593413356636358,2.0465010520374416
2016-09-27,4.595159868995184,0.43846025519750365
2016-09-28,4.169646156477684,1.2953156347688122
2016-09-29,3.9422060064579263,0.9463082624394659
2016-09-30,3.6650070174161917,0.0
2016-10-03,3.3367056892215334,0.05066570026297512
2016-10-04,3.0514316804065538,0.17743907720908503
2016-10-05,2.804496876032552,1.4675999053508137
2016-10-06,2.8018708581901306,1.0224299516990554
2016-10-07,2.687112068942042,2.024189217877792
2016-10-10,2.9255591320313004,0.3275526476019808
2016-10-11,2.7017756187829023,0.025097482216263067
2016-10-12,2.497829306726891,0.4017320347814213
2016-10-13,2.334448814760898,2.150555113671404
2016-10-14,2.6742631885737067,3.501157673008093
2016-10-17,3.727291930644733,0.2962942329579277
2016-10-18,3.402078498049175,1.3125150024981158
2016-10-19,3.2783713771070193,2.224417440389348
2016-10-20,3.5004821805909896,2.439010228142524
2016-10-21,3.7966924255620746,1.07377214987181
2016-10-24,3.56425925444438,3.74133958905305
2016-10-25,4.681872451076743,1.1353423798538542
2016-10-26,4.364079500670308,0.3827706939037334
2016-10-27,3.958140855156511,1.7945295547345141
2016-10-28,3.9153456168908516,0.4407067539288212
2016-10-31,3.577890776047453,0.9074967379855248
2016-11-01,3.352727887272506,1.943267767891288
2016-11-02,3.4711857736427096,1.8223148262424327
2016-11-03,3.5260829667115012,1.0440777532280565
2016-11-04,3.3222638404498346,1.33179239794885
2016-11-07,3.2319492953415736,1.7686889824846341
2016-11-08,3.273567212709356,0.9147050735828
2016-11-09,3.0768484205532047,0.2039371447148941
2016-11-10,2.8275041242959245,0.15829877042456975
2016-11-11,2.6089620099661457,4.041552487788847
2016-11-14,4.145690268599441,1.6705969204633409
2016-11-15,4.034762674254068,1.1108344200968068
2016-11-16,3.7797533870318705,1.0757618600006569
2016-11-17,3.5643995058679803,0.5553063701162264
2016-11-18,3.2774861904934207,1.8407758781045058
2016-11-21,3.364579148279511,0.0937659794684853
2016-11-22,3.0753814649122804,1.4051602711322886
2016-11-23,3.0194901432067445,0.06929380256839313
2016-11-24,2.774629827855581,0.6462242639873383
2016-11-25,2.6092150728011996,0.6271719107456053
2016-11-28,2.4625182139300685,1.589520715451942
2016-11-29,2.5634475356163815,1.23515373497034
2016-11-30,2.528089222630465,1.1966114288902263
2016-12-01,2.487795729279303,0.6723982658350725
2016-12-02,2.354176252013049,1.1976099531535112
2016-12-05,2.352692324479721,1.3985975228233416
2016-12-06,2.388306326572432,5.057484578265581
2016-12-07,4.855285128128923,2.472640815903171
2016-12-08,4.993422662901368,5.274403450797727
2016-12-09,7.3557885275568005,1.1359185473196587
2016-12-12,6.692642022186297,0.3693169463253154
2016-12-13,5.984868834117193,1.226478458137814
2016-12-14,5.50526631555312,1.2924050287642097
2016-12-15,5.121857399768955,2.250425549333035
2016-12-16,5.117721397150562,0.7002772768045284
2016-12-19,4.648090994319093,2.3246522233791422
2016-12-20,4.771287995796423,1.6069866047746295
2016-12-21,4.55823825773702,0.440441588064977
2016-12-22,4.13768985030683,0.42228881718948674
2016-12-23,3.7697267518058064,0.4240796581618911
2016-12-26,3.443777946879544,0.0
2016-12-27,3.1440613821206926,0.40216723113242203
2016-12-28,2.9026206955598437,0.5047542541624983
2016-12-29,2.702756878715508,0.5275792128472512
2016-12-30,2.5313250286993694,1.1627785776375354
